date,state,daily,donations_new,donations_returning,year
2007-12-01,Johor,0,0,0,2007
2007-12-02,Johor,69,26,43,2007
2007-12-03,Johor,12,5,7,2007
2007-12-04,Johor,7,2,5,2007
2007-12-05,Johor,3,0,3,2007
2007-12-06,Johor,2,1,1,2007
2007-12-07,Johor,1,0,1,2007
2007-12-08,Johor,1,0,1,2007
2007-12-09,Johor,2,0,2,2007
2007-12-10,Johor,6,0,6,2007
2007-12-11,Johor,5,0,5,2007
2007-12-12,Johor,4,0,4,2007
2007-12-13,Johor,1,0,1,2007
2007-12-14,Johor,3,1,2,2007
2007-12-15,Johor,0,0,0,2007
2007-12-16,Johor,31,13,18,2007
2007-12-17,Johor,5,0,5,2007
2007-12-18,Johor,3,0,3,2007
2007-12-19,Johor,6,1,5,2007
2007-12-20,Johor,0,0,0,2007
2007-12-21,Johor,6,1,5,2007
2007-12-22,Johor,85,39,46,2007
2007-12-23,Johor,2,2,0,2007
2007-12-24,Johor,13,3,10,2007
2007-12-25,Johor,1,0,1,2007
2007-12-26,Johor,8,0,8,2007
2007-12-27,Johor,5,3,2,2007
2007-12-28,Johor,2,0,2,2007
2007-12-29,Johor,0,0,0,2007
2007-12-30,Johor,47,21,26,2007
2007-12-31,Johor,9,2,7,2007
2008-01-01,Johor,1,0,1,2008
2008-01-02,Johor,7,1,6,2008
2008-01-03,Johor,7,0,7,2008
2008-01-04,Johor,5,3,2,2008
2008-01-05,Johor,49,9,40,2008
2008-01-06,Johor,0,0,0,2008
2008-01-07,Johor,5,2,3,2008
2008-01-08,Johor,7,1,6,2008
2008-01-09,Johor,7,4,3,2008
2008-01-10,Johor,0,0,0,2008
2008-01-11,Johor,2,1,1,2008
2008-01-12,Johor,0,0,0,2008
2008-01-13,Johor,51,11,40,2008
2008-01-14,Johor,4,0,4,2008
2008-01-15,Johor,7,0,7,2008
2008-01-16,Johor,14,2,12,2008
2008-01-17,Johor,22,13,9,2008
2008-01-18,Johor,12,5,7,2008
2008-01-19,Johor,27,12,15,2008
2008-01-20,Johor,1,0,1,2008
2008-01-21,Johor,12,3,9,2008
2008-01-22,Johor,5,1,4,2008
2008-01-23,Johor,1,0,1,2008
2008-01-24,Johor,11,6,5,2008
2008-01-25,Johor,17,10,7,2008
2008-01-26,Johor,45,33,12,2008
2008-01-27,Johor,21,13,8,2008
2008-01-28,Johor,6,2,4,2008
2008-01-29,Johor,5,1,4,2008
2008-01-30,Johor,3,1,2,2008
2008-01-31,Johor,4,1,3,2008
2008-02-01,Johor,4,0,4,2008
2008-02-02,Johor,39,16,23,2008
2008-02-03,Johor,1,0,1,2008
2008-02-04,Johor,67,11,56,2008
2008-02-05,Johor,5,1,4,2008
2008-02-06,Johor,151,133,18,2008
2008-02-07,Johor,2,0,2,2008
2008-02-08,Johor,3,1,2,2008
2008-02-09,Johor,0,0,0,2008
2008-02-10,Johor,24,21,3,2008
2008-02-11,Johor,9,2,7,2008
2008-02-12,Johor,11,1,10,2008
2008-02-13,Johor,5,0,5,2008
2008-02-14,Johor,12,2,10,2008
2008-02-15,Johor,15,7,8,2008
2008-02-16,Johor,0,0,0,2008
2008-02-17,Johor,110,15,95,2008
2008-02-18,Johor,4,2,2,2008
2008-02-19,Johor,113,102,11,2008
2008-02-20,Johor,11,1,10,2008
2008-02-21,Johor,8,0,8,2008
2008-02-22,Johor,4,0,4,2008
2008-02-23,Johor,22,17,5,2008
2008-02-24,Johor,315,195,120,2008
2008-02-25,Johor,8,0,8,2008
2008-02-26,Johor,90,83,7,2008
2008-02-27,Johor,8,2,6,2008
2008-02-28,Johor,3,0,3,2008
2008-02-29,Johor,3,0,3,2008
2008-03-01,Johor,0,0,0,2008
2008-03-02,Johor,17,8,9,2008
2008-03-03,Johor,4,3,1,2008
2008-03-04,Johor,6,2,4,2008
2008-03-05,Johor,6,2,4,2008
2008-03-06,Johor,6,1,5,2008
2008-03-07,Johor,3,0,3,2008
2008-03-08,Johor,0,0,0,2008
2008-03-09,Johor,0,0,0,2008
2008-03-10,Johor,4,0,4,2008
2008-03-11,Johor,2,0,2,2008
2008-03-12,Johor,7,1,6,2008
2008-03-13,Johor,8,0,8,2008
2008-03-14,Johor,13,7,6,2008
2008-03-15,Johor,66,51,15,2008
2008-03-16,Johor,33,19,14,2008
2008-03-17,Johor,8,3,5,2008
2008-03-18,Johor,6,0,6,2008
2008-03-19,Johor,7,2,5,2008
2008-03-20,Johor,5,1,4,2008
2008-03-21,Johor,60,20,40,2008
2008-03-22,Johor,14,5,9,2008
2008-03-23,Johor,1,0,1,2008
2008-03-24,Johor,25,15,10,2008
2008-03-25,Johor,63,39,24,2008
2008-03-26,Johor,147,98,49,2008
2008-03-27,Johor,36,25,11,2008
2008-03-28,Johor,17,7,10,2008
2008-03-29,Johor,3,1,2,2008
2008-03-30,Johor,27,1,26,2008
2008-03-31,Johor,64,54,10,2008
2008-04-01,Johor,8,3,5,2008
2008-04-02,Johor,20,13,7,2008
2008-04-03,Johor,4,1,3,2008
2008-04-04,Johor,4,1,3,2008
2008-04-05,Johor,21,21,0,2008
2008-04-06,Johor,1,1,0,2008
2008-04-07,Johor,8,0,8,2008
2008-04-08,Johor,3,2,1,2008
2008-04-09,Johor,6,2,4,2008
2008-04-10,Johor,11,1,10,2008
2008-04-11,Johor,8,5,3,2008
2008-04-12,Johor,2,1,1,2008
2008-04-13,Johor,61,15,46,2008
2008-04-14,Johor,4,1,3,2008
2008-04-15,Johor,9,2,7,2008
2008-04-16,Johor,21,14,7,2008
2008-04-17,Johor,38,27,11,2008
2008-04-18,Johor,54,30,24,2008
2008-04-19,Johor,3,0,3,2008
2008-04-20,Johor,173,38,135,2008
2008-04-21,Johor,24,15,9,2008
2008-04-22,Johor,25,14,11,2008
2008-04-23,Johor,16,8,8,2008
2008-04-24,Johor,17,4,13,2008
2008-04-25,Johor,8,4,4,2008
2008-04-26,Johor,6,2,4,2008
2008-04-27,Johor,101,22,79,2008
2008-04-28,Johor,9,4,5,2008
2008-04-29,Johor,15,7,8,2008
2008-04-30,Johor,71,43,28,2008
2008-05-01,Johor,3,2,1,2008
2008-05-02,Johor,10,1,9,2008
2008-05-03,Johor,0,0,0,2008
2008-05-04,Johor,155,27,128,2008
2008-05-05,Johor,5,1,4,2008
2008-05-06,Johor,0,0,0,2008
2008-05-07,Johor,95,85,10,2008
2008-05-08,Johor,11,2,9,2008
2008-05-09,Johor,13,6,7,2008
2008-05-10,Johor,97,46,51,2008
2008-05-11,Johor,26,19,7,2008
2008-05-12,Johor,9,3,6,2008
2008-05-13,Johor,10,5,5,2008
2008-05-14,Johor,36,31,5,2008
2008-05-15,Johor,8,2,6,2008
2008-05-16,Johor,4,1,3,2008
2008-05-17,Johor,46,37,9,2008
2008-05-18,Johor,185,175,10,2008
2008-05-19,Johor,142,101,41,2008
2008-05-20,Johor,8,0,8,2008
2008-05-21,Johor,10,5,5,2008
2008-05-22,Johor,9,5,4,2008
2008-05-23,Johor,6,4,2,2008
2008-05-24,Johor,1,0,1,2008
2008-05-25,Johor,99,18,81,2008
2008-05-26,Johor,6,2,4,2008
2008-05-27,Johor,6,2,4,2008
2008-05-28,Johor,7,0,7,2008
2008-05-29,Johor,11,1,10,2008
2008-05-30,Johor,4,0,4,2008
2008-05-31,Johor,1,0,1,2008
2008-06-01,Johor,109,29,80,2008
2008-06-02,Johor,8,0,8,2008
2008-06-03,Johor,12,4,8,2008
2008-06-04,Johor,9,2,7,2008
2008-06-05,Johor,42,36,6,2008
2008-06-06,Johor,5,0,5,2008
2008-06-07,Johor,0,0,0,2008
2008-06-08,Johor,123,13,110,2008
2008-06-09,Johor,10,2,8,2008
2008-06-10,Johor,37,31,6,2008
2008-06-11,Johor,2,0,2,2008
2008-06-12,Johor,18,12,6,2008
2008-06-13,Johor,14,6,8,2008
2008-06-14,Johor,0,0,0,2008
2008-06-15,Johor,111,31,80,2008
2008-06-16,Johor,10,3,7,2008
2008-06-17,Johor,8,1,7,2008
2008-06-18,Johor,18,9,9,2008
2008-06-19,Johor,47,21,26,2008
2008-06-20,Johor,3,1,2,2008
2008-06-21,Johor,1,0,1,2008
2008-06-22,Johor,30,18,12,2008
2008-06-23,Johor,11,5,6,2008
2008-06-24,Johor,18,15,3,2008
2008-06-25,Johor,10,7,3,2008
2008-06-26,Johor,5,4,1,2008
2008-06-27,Johor,7,4,3,2008
2008-06-28,Johor,19,19,0,2008
2008-06-29,Johor,61,29,32,2008
2008-06-30,Johor,6,1,5,2008
2008-07-01,Johor,21,11,10,2008
2008-07-02,Johor,11,9,2,2008
2008-07-03,Johor,15,7,8,2008
2008-07-04,Johor,11,3,8,2008
2008-07-05,Johor,2,1,1,2008
2008-07-06,Johor,72,35,37,2008
2008-07-07,Johor,21,11,10,2008
2008-07-08,Johor,9,4,5,2008
2008-07-09,Johor,2,1,1,2008
2008-07-10,Johor,3,1,2,2008
2008-07-11,Johor,1,0,1,2008
2008-07-12,Johor,1,0,1,2008
2008-07-13,Johor,22,18,4,2008
2008-07-14,Johor,3,0,3,2008
2008-07-15,Johor,7,1,6,2008
2008-07-16,Johor,2,0,2,2008
2008-07-17,Johor,14,2,12,2008
2008-07-18,Johor,5,0,5,2008
2008-07-19,Johor,13,5,8,2008
2008-07-20,Johor,175,75,100,2008
2008-07-21,Johor,9,3,6,2008
2008-07-22,Johor,4,0,4,2008
2008-07-23,Johor,4,1,3,2008
2008-07-24,Johor,18,12,6,2008
2008-07-25,Johor,8,3,5,2008
2008-07-26,Johor,23,16,7,2008
2008-07-27,Johor,116,35,81,2008
2008-07-28,Johor,9,2,7,2008
2008-07-29,Johor,5,4,1,2008
2008-07-30,Johor,6,3,3,2008
2008-07-31,Johor,2,0,2,2008
2008-08-01,Johor,7,3,4,2008
2008-08-02,Johor,2,0,2,2008
2008-08-03,Johor,57,38,19,2008
2008-08-04,Johor,15,3,12,2008
2008-08-05,Johor,8,5,3,2008
2008-08-06,Johor,13,7,6,2008
2008-08-07,Johor,49,33,16,2008
2008-08-08,Johor,9,5,4,2008
2008-08-09,Johor,2,0,2,2008
2008-08-10,Johor,112,27,85,2008
2008-08-11,Johor,8,2,6,2008
2008-08-12,Johor,12,5,7,2008
2008-08-13,Johor,7,5,2,2008
2008-08-14,Johor,19,7,12,2008
2008-08-15,Johor,2,0,2,2008
2008-08-16,Johor,1,1,0,2008
2008-08-17,Johor,99,23,76,2008
2008-08-18,Johor,5,1,4,2008
2008-08-19,Johor,4,1,3,2008
2008-08-20,Johor,4,2,2,2008
2008-08-21,Johor,59,9,50,2008
2008-08-22,Johor,8,2,6,2008
2008-08-23,Johor,55,48,7,2008
2008-08-24,Johor,77,18,59,2008
2008-08-25,Johor,11,1,10,2008
2008-08-26,Johor,4,1,3,2008
2008-08-27,Johor,5,3,2,2008
2008-08-28,Johor,9,4,5,2008
2008-08-29,Johor,5,2,3,2008
2008-08-30,Johor,1,0,1,2008
2008-08-31,Johor,92,16,76,2008
2008-09-01,Johor,1,1,0,2008
2008-09-02,Johor,4,3,1,2008
2008-09-03,Johor,4,2,2,2008
2008-09-04,Johor,4,1,3,2008
2008-09-05,Johor,2,0,2,2008
2008-09-06,Johor,0,0,0,2008
2008-09-07,Johor,95,22,73,2008
2008-09-08,Johor,3,0,3,2008
2008-09-09,Johor,3,1,2,2008
2008-09-10,Johor,0,0,0,2008
2008-09-11,Johor,4,1,3,2008
2008-09-12,Johor,5,0,5,2008
2008-09-13,Johor,1,1,0,2008
2008-09-14,Johor,43,22,21,2008
2008-09-15,Johor,12,4,8,2008
2008-09-16,Johor,5,1,4,2008
2008-09-17,Johor,7,3,4,2008
2008-09-18,Johor,8,3,5,2008
2008-09-19,Johor,3,2,1,2008
2008-09-20,Johor,2,0,2,2008
2008-09-21,Johor,94,25,69,2008
2008-09-22,Johor,5,1,4,2008
2008-09-23,Johor,6,4,2,2008
2008-09-24,Johor,5,2,3,2008
2008-09-25,Johor,2,1,1,2008
2008-09-26,Johor,3,2,1,2008
2008-09-27,Johor,2,0,2,2008
2008-09-28,Johor,95,15,80,2008
2008-09-29,Johor,28,7,21,2008
2008-09-30,Johor,4,2,2,2008
2008-10-01,Johor,0,0,0,2008
2008-10-02,Johor,7,1,6,2008
2008-10-03,Johor,4,1,3,2008
2008-10-04,Johor,0,0,0,2008
2008-10-05,Johor,0,0,0,2008
2008-10-06,Johor,9,1,8,2008
2008-10-07,Johor,9,3,6,2008
2008-10-08,Johor,14,5,9,2008
2008-10-09,Johor,8,1,7,2008
2008-10-10,Johor,5,1,4,2008
2008-10-11,Johor,0,0,0,2008
2008-10-12,Johor,134,27,107,2008
2008-10-13,Johor,16,9,7,2008
2008-10-14,Johor,3,0,3,2008
2008-10-15,Johor,18,9,9,2008
2008-10-16,Johor,6,4,2,2008
2008-10-17,Johor,5,1,4,2008
2008-10-18,Johor,2,0,2,2008
2008-10-19,Johor,84,17,67,2008
2008-10-20,Johor,3,0,3,2008
2008-10-21,Johor,2,0,2,2008
2008-10-22,Johor,6,2,4,2008
2008-10-23,Johor,12,0,12,2008
2008-10-24,Johor,16,6,10,2008
2008-10-25,Johor,0,0,0,2008
2008-10-26,Johor,64,17,47,2008
2008-10-27,Johor,2,0,2,2008
2008-10-28,Johor,17,9,8,2008
2008-10-29,Johor,12,5,7,2008
2008-10-30,Johor,5,1,4,2008
2008-10-31,Johor,9,5,4,2008
2008-11-01,Johor,0,0,0,2008
2008-11-02,Johor,394,356,38,2008
2008-11-03,Johor,8,4,4,2008
2008-11-04,Johor,10,6,4,2008
2008-11-05,Johor,15,10,5,2008
2008-11-06,Johor,54,33,21,2008
2008-11-07,Johor,8,0,8,2008
2008-11-08,Johor,206,198,8,2008
2008-11-09,Johor,101,86,15,2008
2008-11-10,Johor,11,5,6,2008
2008-11-11,Johor,56,49,7,2008
2008-11-12,Johor,25,9,16,2008
2008-11-13,Johor,56,37,19,2008
2008-11-14,Johor,4,1,3,2008
2008-11-15,Johor,83,69,14,2008
2008-11-16,Johor,79,50,29,2008
2008-11-17,Johor,14,5,9,2008
2008-11-18,Johor,92,85,7,2008
2008-11-19,Johor,90,65,25,2008
2008-11-20,Johor,68,45,23,2008
2008-11-21,Johor,7,1,6,2008
2008-11-22,Johor,106,96,10,2008
2008-11-23,Johor,181,111,70,2008
2008-11-24,Johor,6,0,6,2008
2008-11-25,Johor,9,3,6,2008
2008-11-26,Johor,75,60,15,2008
2008-11-27,Johor,7,0,7,2008
2008-11-28,Johor,6,1,5,2008
2008-11-29,Johor,16,13,3,2008
2008-11-30,Johor,141,89,52,2008
2008-12-01,Johor,4,1,3,2008
2008-12-02,Johor,11,1,10,2008
2008-12-03,Johor,5,2,3,2008
2008-12-04,Johor,7,1,6,2008
2008-12-05,Johor,1,0,1,2008
2008-12-06,Johor,2,0,2,2008
2008-12-07,Johor,81,32,49,2008
2008-12-08,Johor,2,1,1,2008
2008-12-09,Johor,11,2,9,2008
2008-12-10,Johor,5,1,4,2008
2008-12-11,Johor,4,1,3,2008
2008-12-12,Johor,6,1,5,2008
2008-12-13,Johor,1,0,1,2008
2008-12-14,Johor,104,23,81,2008
2008-12-15,Johor,2,0,2,2008
2008-12-16,Johor,8,2,6,2008
2008-12-17,Johor,14,3,11,2008
2008-12-18,Johor,6,1,5,2008
2008-12-19,Johor,3,1,2,2008
2008-12-20,Johor,35,16,19,2008
2008-12-21,Johor,102,33,69,2008
2008-12-22,Johor,5,3,2,2008
2008-12-23,Johor,6,0,6,2008
2008-12-24,Johor,73,22,51,2008
2008-12-25,Johor,0,0,0,2008
2008-12-26,Johor,6,1,5,2008
2008-12-27,Johor,1,1,0,2008
2008-12-28,Johor,0,0,0,2008
2008-12-29,Johor,2,0,2,2008
2008-12-30,Johor,6,3,3,2008
2008-12-31,Johor,7,1,6,2008
2009-01-01,Johor,20,8,12,2009
2009-01-02,Johor,18,11,7,2009
2009-01-03,Johor,4,3,1,2009
2009-01-04,Johor,114,46,68,2009
2009-01-05,Johor,36,17,19,2009
2009-01-06,Johor,21,14,7,2009
2009-01-07,Johor,50,33,17,2009
2009-01-08,Johor,26,13,13,2009
2009-01-09,Johor,18,6,12,2009
2009-01-10,Johor,55,49,6,2009
2009-01-11,Johor,0,0,0,2009
2009-01-12,Johor,181,160,21,2009
2009-01-13,Johor,28,11,17,2009
2009-01-14,Johor,15,9,6,2009
2009-01-15,Johor,9,5,4,2009
2009-01-16,Johor,26,17,9,2009
2009-01-17,Johor,96,78,18,2009
2009-01-18,Johor,86,50,36,2009
2009-01-19,Johor,25,14,11,2009
2009-01-20,Johor,22,10,12,2009
2009-01-21,Johor,89,13,76,2009
2009-01-22,Johor,20,13,7,2009
2009-01-23,Johor,24,13,11,2009
2009-01-24,Johor,42,21,21,2009
2009-01-25,Johor,0,0,0,2009
2009-01-26,Johor,1,1,0,2009
2009-01-27,Johor,0,0,0,2009
2009-01-28,Johor,24,10,14,2009
2009-01-29,Johor,28,13,15,2009
2009-01-30,Johor,23,6,17,2009
2009-01-31,Johor,95,69,26,2009
2009-02-01,Johor,109,69,40,2009
2009-02-02,Johor,20,10,10,2009
2009-02-03,Johor,61,46,15,2009
2009-02-04,Johor,19,11,8,2009
2009-02-05,Johor,22,18,4,2009
2009-02-06,Johor,14,7,7,2009
2009-02-07,Johor,31,28,3,2009
2009-02-08,Johor,409,272,137,2009
2009-02-09,Johor,0,0,0,2009
2009-02-10,Johor,7,0,7,2009
2009-02-11,Johor,141,98,43,2009
2009-02-12,Johor,71,57,14,2009
2009-02-13,Johor,3,0,3,2009
2009-02-14,Johor,28,26,2,2009
2009-02-15,Johor,73,68,5,2009
2009-02-16,Johor,47,40,7,2009
2009-02-17,Johor,12,1,11,2009
2009-02-18,Johor,53,47,6,2009
2009-02-19,Johor,68,59,9,2009
2009-02-20,Johor,12,4,8,2009
2009-02-21,Johor,183,153,30,2009
2009-02-22,Johor,336,256,80,2009
2009-02-23,Johor,14,4,10,2009
2009-02-24,Johor,101,84,17,2009
2009-02-25,Johor,71,44,27,2009
2009-02-26,Johor,27,15,12,2009
2009-02-27,Johor,37,23,14,2009
2009-02-28,Johor,146,88,58,2009
2009-03-01,Johor,42,36,6,2009
2009-03-02,Johor,14,6,8,2009
2009-03-03,Johor,58,41,17,2009
2009-03-04,Johor,121,97,24,2009
2009-03-05,Johor,53,46,7,2009
2009-03-06,Johor,17,9,8,2009
2009-03-07,Johor,20,12,8,2009
2009-03-08,Johor,97,55,42,2009
2009-03-09,Johor,0,0,0,2009
2009-03-10,Johor,10,4,6,2009
2009-03-11,Johor,11,3,8,2009
2009-03-12,Johor,42,24,18,2009
2009-03-13,Johor,10,5,5,2009
2009-03-14,Johor,35,32,3,2009
2009-03-15,Johor,318,187,131,2009
2009-03-16,Johor,18,6,12,2009
2009-03-17,Johor,41,15,26,2009
2009-03-18,Johor,69,37,32,2009
2009-03-19,Johor,107,75,32,2009
2009-03-20,Johor,45,34,11,2009
2009-03-21,Johor,44,38,6,2009
2009-03-22,Johor,234,104,130,2009
2009-03-23,Johor,24,10,14,2009
2009-03-24,Johor,73,41,32,2009
2009-03-25,Johor,12,6,6,2009
2009-03-26,Johor,72,45,27,2009
2009-03-27,Johor,19,7,12,2009
2009-03-28,Johor,68,54,14,2009
2009-03-29,Johor,191,125,66,2009
2009-03-30,Johor,30,16,14,2009
2009-03-31,Johor,22,12,10,2009
2009-04-01,Johor,105,67,38,2009
2009-04-02,Johor,23,9,14,2009
2009-04-03,Johor,13,7,6,2009
2009-04-04,Johor,43,24,19,2009
2009-04-05,Johor,186,162,24,2009
2009-04-06,Johor,53,41,12,2009
2009-04-07,Johor,16,9,7,2009
2009-04-08,Johor,0,0,0,2009
2009-04-09,Johor,11,2,9,2009
2009-04-10,Johor,45,27,18,2009
2009-04-11,Johor,154,144,10,2009
2009-04-12,Johor,384,266,118,2009
2009-04-13,Johor,18,10,8,2009
2009-04-14,Johor,42,23,19,2009
2009-04-15,Johor,137,123,14,2009
2009-04-16,Johor,241,217,24,2009
2009-04-17,Johor,13,4,9,2009
2009-04-18,Johor,95,81,14,2009
2009-04-19,Johor,591,384,207,2009
2009-04-20,Johor,29,11,18,2009
2009-04-21,Johor,19,8,11,2009
2009-04-22,Johor,17,5,12,2009
2009-04-23,Johor,58,49,9,2009
2009-04-24,Johor,23,7,16,2009
2009-04-25,Johor,68,50,18,2009
2009-04-26,Johor,283,131,152,2009
2009-04-27,Johor,30,15,15,2009
2009-04-28,Johor,53,42,11,2009
2009-04-29,Johor,112,71,41,2009
2009-04-30,Johor,30,29,1,2009
2009-05-01,Johor,54,51,3,2009
2009-05-02,Johor,29,26,3,2009
2009-05-03,Johor,73,23,50,2009
2009-05-04,Johor,42,22,20,2009
2009-05-05,Johor,18,10,8,2009
2009-05-06,Johor,12,8,4,2009
2009-05-07,Johor,54,40,14,2009
2009-05-08,Johor,10,5,5,2009
2009-05-09,Johor,22,16,6,2009
2009-05-10,Johor,165,101,64,2009
2009-05-11,Johor,29,8,21,2009
2009-05-12,Johor,43,33,10,2009
2009-05-13,Johor,18,7,11,2009
2009-05-14,Johor,25,11,14,2009
2009-05-15,Johor,5,2,3,2009
2009-05-16,Johor,35,11,24,2009
2009-05-17,Johor,221,185,36,2009
2009-05-18,Johor,22,9,13,2009
2009-05-19,Johor,58,42,16,2009
2009-05-20,Johor,23,11,12,2009
2009-05-21,Johor,38,27,11,2009
2009-05-22,Johor,42,13,29,2009
2009-05-23,Johor,53,48,5,2009
2009-05-24,Johor,193,71,122,2009
2009-05-25,Johor,120,102,18,2009
2009-05-26,Johor,28,18,10,2009
2009-05-27,Johor,67,61,6,2009
2009-05-28,Johor,55,46,9,2009
2009-05-29,Johor,28,15,13,2009
2009-05-30,Johor,22,16,6,2009
2009-05-31,Johor,26,22,4,2009
2009-06-01,Johor,15,7,8,2009
2009-06-02,Johor,34,17,17,2009
2009-06-03,Johor,27,21,6,2009
2009-06-04,Johor,23,15,8,2009
2009-06-05,Johor,36,17,19,2009
2009-06-06,Johor,26,16,10,2009
2009-06-07,Johor,124,75,49,2009
2009-06-08,Johor,17,4,13,2009
2009-06-09,Johor,16,9,7,2009
2009-06-10,Johor,111,85,26,2009
2009-06-11,Johor,43,26,17,2009
2009-06-12,Johor,14,4,10,2009
2009-06-13,Johor,5,3,2,2009
2009-06-14,Johor,358,191,167,2009
2009-06-15,Johor,20,10,10,2009
2009-06-16,Johor,28,17,11,2009
2009-06-17,Johor,62,38,24,2009
2009-06-18,Johor,119,84,35,2009
2009-06-19,Johor,19,12,7,2009
2009-06-20,Johor,7,5,2,2009
2009-06-21,Johor,319,216,103,2009
2009-06-22,Johor,42,25,17,2009
2009-06-23,Johor,34,22,12,2009
2009-06-24,Johor,56,32,24,2009
2009-06-25,Johor,114,92,22,2009
2009-06-26,Johor,16,9,7,2009
2009-06-27,Johor,24,21,3,2009
2009-06-28,Johor,0,0,0,2009
2009-06-29,Johor,48,45,3,2009
2009-06-30,Johor,32,13,19,2009
2009-07-01,Johor,27,15,12,2009
2009-07-02,Johor,63,32,31,2009
2009-07-03,Johor,15,9,6,2009
2009-07-04,Johor,121,99,22,2009
2009-07-05,Johor,262,177,85,2009
2009-07-06,Johor,36,18,18,2009
2009-07-07,Johor,76,27,49,2009
2009-07-08,Johor,20,10,10,2009
2009-07-09,Johor,109,82,27,2009
2009-07-10,Johor,16,7,9,2009
2009-07-11,Johor,35,33,2,2009
2009-07-12,Johor,292,158,134,2009
2009-07-13,Johor,62,34,28,2009
2009-07-14,Johor,111,94,17,2009
2009-07-15,Johor,40,32,8,2009
2009-07-16,Johor,73,30,43,2009
2009-07-17,Johor,19,7,12,2009
2009-07-18,Johor,21,14,7,2009
2009-07-19,Johor,309,195,114,2009
2009-07-20,Johor,28,12,16,2009
2009-07-21,Johor,90,65,25,2009
2009-07-22,Johor,68,39,29,2009
2009-07-23,Johor,13,5,8,2009
2009-07-24,Johor,16,6,10,2009
2009-07-25,Johor,229,160,69,2009
2009-07-26,Johor,156,90,66,2009
2009-07-27,Johor,21,8,13,2009
2009-07-28,Johor,17,3,14,2009
2009-07-29,Johor,18,10,8,2009
2009-07-30,Johor,84,68,16,2009
2009-07-31,Johor,20,9,11,2009
2009-08-01,Johor,245,176,69,2009
2009-08-02,Johor,270,164,106,2009
2009-08-03,Johor,25,11,14,2009
2009-08-04,Johor,51,25,26,2009
2009-08-05,Johor,103,76,27,2009
2009-08-06,Johor,64,47,17,2009
2009-08-07,Johor,23,11,12,2009
2009-08-08,Johor,73,38,35,2009
2009-08-09,Johor,278,170,108,2009
2009-08-10,Johor,38,20,18,2009
2009-08-11,Johor,21,6,15,2009
2009-08-12,Johor,74,55,19,2009
2009-08-13,Johor,104,84,20,2009
2009-08-14,Johor,20,9,11,2009
2009-08-15,Johor,170,132,38,2009
2009-08-16,Johor,135,71,64,2009
2009-08-17,Johor,123,87,36,2009
2009-08-18,Johor,33,6,27,2009
2009-08-19,Johor,132,92,40,2009
2009-08-20,Johor,39,9,30,2009
2009-08-21,Johor,49,22,27,2009
2009-08-22,Johor,4,4,0,2009
2009-08-23,Johor,276,143,133,2009
2009-08-24,Johor,23,12,11,2009
2009-08-25,Johor,78,50,28,2009
2009-08-26,Johor,88,48,40,2009
2009-08-27,Johor,14,6,8,2009
2009-08-28,Johor,17,4,13,2009
2009-08-29,Johor,30,24,6,2009
2009-08-30,Johor,29,26,3,2009
2009-08-31,Johor,132,40,92,2009
2009-09-01,Johor,36,24,12,2009
2009-09-02,Johor,9,2,7,2009
2009-09-03,Johor,62,42,20,2009
2009-09-04,Johor,18,2,16,2009
2009-09-05,Johor,52,40,12,2009
2009-09-06,Johor,161,111,50,2009
2009-09-07,Johor,23,8,15,2009
2009-09-08,Johor,20,6,14,2009
2009-09-09,Johor,101,55,46,2009
2009-09-10,Johor,22,9,13,2009
2009-09-11,Johor,51,23,28,2009
2009-09-12,Johor,136,105,31,2009
2009-09-13,Johor,317,217,100,2009
2009-09-14,Johor,94,67,27,2009
2009-09-15,Johor,30,17,13,2009
2009-09-16,Johor,40,25,15,2009
2009-09-17,Johor,84,40,44,2009
2009-09-18,Johor,43,21,22,2009
2009-09-19,Johor,100,82,18,2009
2009-09-20,Johor,25,20,5,2009
2009-09-21,Johor,0,0,0,2009
2009-09-22,Johor,1,0,1,2009
2009-09-23,Johor,35,14,21,2009
2009-09-24,Johor,43,12,31,2009
2009-09-25,Johor,21,7,14,2009
2009-09-26,Johor,40,36,4,2009
2009-09-27,Johor,185,78,107,2009
2009-09-28,Johor,29,10,19,2009
2009-09-29,Johor,86,65,21,2009
2009-09-30,Johor,23,7,16,2009
2009-10-01,Johor,20,6,14,2009
2009-10-02,Johor,39,15,24,2009
2009-10-03,Johor,79,65,14,2009
2009-10-04,Johor,265,111,154,2009
2009-10-05,Johor,64,33,31,2009
2009-10-06,Johor,73,31,42,2009
2009-10-07,Johor,87,54,33,2009
2009-10-08,Johor,109,82,27,2009
2009-10-09,Johor,23,5,18,2009
2009-10-10,Johor,210,149,61,2009
2009-10-11,Johor,106,72,34,2009
2009-10-12,Johor,36,14,22,2009
2009-10-13,Johor,72,45,27,2009
2009-10-14,Johor,75,36,39,2009
2009-10-15,Johor,122,83,39,2009
2009-10-16,Johor,28,7,21,2009
2009-10-17,Johor,114,92,22,2009
2009-10-18,Johor,355,154,201,2009
2009-10-19,Johor,32,16,16,2009
2009-10-20,Johor,34,13,21,2009
2009-10-21,Johor,33,7,26,2009
2009-10-22,Johor,42,21,21,2009
2009-10-23,Johor,35,9,26,2009
2009-10-24,Johor,44,27,17,2009
2009-10-25,Johor,158,108,50,2009
2009-10-26,Johor,25,9,16,2009
2009-10-27,Johor,25,4,21,2009
2009-10-28,Johor,189,104,85,2009
2009-10-29,Johor,155,122,33,2009
