date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2020-10-10,Malaysia,107,54,55,52,32,23,11,6,1,0,341
2020-10-11,Malaysia,135,94,63,51,44,35,33,7,0,0,462
2020-10-12,Malaysia,28,12,19,11,5,2,2,1,0,0,80
2020-10-13,Malaysia,109,30,27,23,9,10,5,4,0,0,217
2020-10-14,Malaysia,169,38,33,29,9,12,7,6,0,0,303
2020-10-15,Malaysia,93,46,29,23,17,16,8,2,0,0,234
2020-10-16,Malaysia,135,56,46,31,24,25,11,4,1,0,333
2020-10-17,Malaysia,143,115,72,66,47,29,26,13,1,0,512
2020-10-18,Malaysia,164,122,93,69,48,28,27,11,0,0,562
2020-10-19,Malaysia,36,42,35,29,18,12,8,4,0,0,184
2020-10-20,Malaysia,43,33,35,37,13,14,3,4,1,0,183
2020-10-21,Malaysia,128,52,47,36,17,16,1,4,0,0,301
2020-10-22,Malaysia,134,46,49,39,11,11,9,4,0,0,303
2020-10-23,Malaysia,89,55,50,33,21,17,5,3,0,0,273
2020-10-24,Malaysia,125,92,82,68,47,33,18,12,3,0,480
2020-10-25,Malaysia,182,119,96,73,49,33,23,7,1,0,583
2020-10-26,Malaysia,36,33,14,17,11,13,2,2,0,0,128
2020-10-27,Malaysia,77,46,34,40,23,9,8,2,0,0,239
2020-10-28,Malaysia,110,55,45,28,17,9,13,5,0,0,282
2020-10-29,Malaysia,98,87,54,53,30,18,14,2,0,0,356
2020-10-30,Malaysia,52,33,39,28,19,8,11,3,0,0,193
2020-10-31,Malaysia,121,91,46,44,23,26,21,7,0,1,380
2020-11-01,Malaysia,123,92,50,71,38,37,29,8,2,0,450
2020-11-02,Malaysia,31,30,15,22,10,4,6,3,1,0,122
2020-11-03,Malaysia,37,51,30,30,20,11,3,3,0,0,185
2020-11-04,Malaysia,75,34,33,33,26,12,7,5,0,0,225
2020-11-05,Malaysia,43,42,39,37,28,16,12,12,0,0,229
2020-11-06,Malaysia,30,22,25,25,9,11,5,2,0,0,129
2020-11-07,Malaysia,142,97,59,63,38,37,22,17,0,0,475
2020-11-08,Malaysia,121,75,48,42,27,35,20,14,1,0,383
2020-11-09,Malaysia,37,27,26,34,21,14,5,4,0,0,168
2020-11-10,Malaysia,135,42,39,46,19,8,9,3,0,0,301
2020-11-11,Malaysia,53,39,38,32,14,13,2,2,0,0,193
2020-11-12,Malaysia,42,58,39,37,14,17,17,5,0,0,229
2020-11-13,Malaysia,38,35,32,32,16,7,10,4,0,0,174
2020-11-14,Malaysia,260,168,88,72,48,46,24,12,1,0,719
2020-11-15,Malaysia,191,113,88,87,44,39,24,14,0,0,600
2020-11-16,Malaysia,24,31,15,8,14,10,7,6,0,0,115
2020-11-17,Malaysia,44,26,39,30,12,4,6,6,1,0,168
2020-11-18,Malaysia,56,66,44,38,22,13,9,3,0,0,251
2020-11-19,Malaysia,52,52,45,45,28,14,13,4,0,0,253
2020-11-20,Malaysia,41,20,32,22,14,4,3,4,0,0,140
2020-11-21,Malaysia,278,159,64,58,37,24,18,8,2,1,649
2020-11-22,Malaysia,136,109,93,50,69,36,31,13,3,0,540
2020-11-23,Malaysia,48,25,25,12,13,2,2,1,0,0,128
2020-11-24,Malaysia,45,40,29,33,24,18,5,3,0,0,197
2020-11-25,Malaysia,78,44,40,52,24,8,15,3,0,0,264
2020-11-26,Malaysia,57,39,37,40,26,13,4,2,0,0,218
2020-11-27,Malaysia,25,24,15,20,9,4,6,2,0,0,105
2020-11-28,Malaysia,87,70,54,53,40,33,22,10,2,0,371
2020-11-29,Malaysia,154,102,84,71,57,44,20,14,2,0,548
2020-11-30,Malaysia,57,29,25,22,15,13,7,9,0,0,177
2020-12-01,Malaysia,56,30,33,30,18,5,8,0,1,0,181
2020-12-02,Malaysia,102,29,34,32,22,4,2,4,0,0,229
2020-12-03,Malaysia,76,45,37,28,20,15,6,5,0,0,232
2020-12-04,Malaysia,30,24,18,17,10,2,6,2,0,0,109
2020-12-05,Malaysia,121,76,48,37,34,18,10,6,0,0,350
2020-12-06,Malaysia,159,72,66,77,63,38,44,22,0,0,541
2020-12-07,Malaysia,15,6,18,4,4,6,5,2,0,0,60
2020-12-08,Malaysia,26,27,22,17,15,13,7,3,0,0,130
2020-12-09,Malaysia,81,60,51,23,17,14,4,2,0,0,252
2020-12-10,Malaysia,51,40,33,30,19,12,5,1,0,0,191
2020-12-11,Malaysia,49,28,36,9,13,9,3,1,0,0,148
2020-12-12,Malaysia,121,97,45,59,31,32,19,8,5,1,418
2020-12-13,Malaysia,107,78,71,70,63,47,25,14,1,0,476
2020-12-14,Malaysia,21,24,11,17,10,4,4,3,0,0,94
2020-12-15,Malaysia,49,42,43,23,17,12,12,5,0,0,203
2020-12-16,Malaysia,80,52,38,43,37,9,8,4,0,0,271
2020-12-17,Malaysia,68,56,34,48,24,12,16,2,0,0,260
2020-12-18,Malaysia,49,24,13,23,19,7,5,5,0,0,145
2020-12-19,Malaysia,88,57,46,32,28,16,23,8,1,0,299
2020-12-20,Malaysia,110,79,74,49,44,34,31,11,1,0,433
2020-12-21,Malaysia,17,19,31,22,14,5,9,3,0,0,120
2020-12-22,Malaysia,45,42,28,39,15,5,4,5,0,0,183
2020-12-23,Malaysia,137,50,39,34,28,19,12,3,0,0,322
2020-12-24,Malaysia,63,45,31,30,18,14,4,3,0,0,208
2020-12-25,Malaysia,86,38,22,35,16,10,11,7,0,0,225
2020-12-26,Malaysia,97,65,53,25,39,14,17,10,2,0,322
2020-12-27,Malaysia,91,66,56,52,35,32,14,8,0,0,354
2020-12-28,Malaysia,31,26,23,12,13,4,3,0,0,0,112
2020-12-29,Malaysia,55,34,22,20,17,4,5,0,1,0,158
2020-12-30,Malaysia,47,51,50,41,23,7,11,3,0,0,233
2020-12-31,Malaysia,43,37,17,35,19,7,6,2,0,0,166
2021-01-01,Malaysia,66,44,48,21,23,17,9,3,0,0,231
2021-01-02,Malaysia,69,50,41,39,19,16,10,3,2,0,249
2021-01-03,Malaysia,105,84,61,53,40,33,20,14,2,0,412
2021-01-04,Malaysia,30,13,10,17,11,8,3,0,1,0,93
2021-01-05,Malaysia,27,15,16,16,10,7,2,3,0,0,96
2021-01-06,Malaysia,86,29,16,17,20,5,6,3,0,0,182
2021-01-07,Malaysia,48,31,25,23,17,9,6,3,0,1,163
2021-01-08,Malaysia,26,17,15,7,10,7,3,11,0,0,96
2021-01-09,Malaysia,117,65,46,43,36,18,16,12,0,0,353
2021-01-10,Malaysia,87,61,51,62,43,24,12,8,0,0,348
2021-01-11,Malaysia,24,21,18,12,4,3,3,2,0,0,87
2021-01-12,Malaysia,219,45,34,17,12,6,5,4,0,0,342
2021-01-13,Malaysia,630,66,17,18,18,17,4,0,1,0,771
2021-01-14,Malaysia,31,23,19,17,17,6,7,3,0,0,123
2021-01-15,Malaysia,48,37,29,26,25,11,10,0,4,0,190
2021-01-16,Malaysia,140,98,80,69,54,39,21,15,1,1,518
2021-01-17,Malaysia,170,119,110,101,64,34,21,16,2,0,637
2021-01-18,Malaysia,34,30,21,15,9,6,4,1,0,0,120
2021-01-19,Malaysia,31,18,20,20,16,11,8,1,0,0,125
2021-01-20,Malaysia,118,72,30,37,20,5,4,1,0,0,287
2021-01-21,Malaysia,49,52,47,30,28,6,10,6,3,0,231
2021-01-22,Malaysia,55,41,25,22,14,7,8,2,0,0,174
2021-01-23,Malaysia,139,111,71,53,46,27,12,3,0,0,462
2021-01-24,Malaysia,155,115,96,64,48,35,25,7,1,0,546
2021-01-25,Malaysia,52,51,37,33,18,9,9,2,1,0,212
2021-01-26,Malaysia,58,58,46,36,24,8,3,4,0,0,237
2021-01-27,Malaysia,59,44,36,16,14,7,4,6,0,0,186
2021-01-28,Malaysia,106,89,68,47,43,28,11,5,1,0,398
2021-01-29,Malaysia,50,36,25,32,16,16,6,6,0,0,187
2021-01-30,Malaysia,132,88,75,67,57,32,31,9,1,0,492
2021-01-31,Malaysia,144,99,92,71,57,32,15,16,0,0,526
2021-02-01,Malaysia,51,39,33,30,19,12,10,3,0,0,197
2021-02-02,Malaysia,43,48,37,33,23,10,5,2,0,0,201
2021-02-03,Malaysia,89,67,69,73,36,22,8,7,0,0,371
2021-02-04,Malaysia,111,30,29,26,22,12,11,8,1,0,250
2021-02-05,Malaysia,33,31,22,30,24,5,5,0,0,0,150
2021-02-06,Malaysia,194,99,78,51,42,34,20,9,0,0,527
2021-02-07,Malaysia,197,76,67,69,67,37,22,11,0,0,546
2021-02-08,Malaysia,39,29,22,21,10,8,7,3,0,0,139
2021-02-09,Malaysia,115,47,42,43,26,11,7,3,0,0,294
2021-02-10,Malaysia,158,48,40,40,26,15,10,6,0,0,343
2021-02-11,Malaysia,105,54,36,22,20,12,12,3,1,0,265
2021-02-12,Malaysia,62,64,34,14,31,16,3,3,0,0,227
2021-02-13,Malaysia,168,129,70,66,38,26,20,15,0,0,532
2021-02-14,Malaysia,137,95,80,60,48,45,21,11,3,0,500
2021-02-15,Malaysia,53,27,24,18,17,13,13,5,0,0,170
2021-02-16,Malaysia,139,31,25,25,24,12,10,2,0,0,268
2021-02-17,Malaysia,99,28,20,29,25,5,9,4,0,0,219
2021-02-18,Malaysia,72,56,24,29,18,24,12,6,1,0,242
2021-02-19,Malaysia,35,33,27,17,20,6,5,3,0,0,146
2021-02-20,Malaysia,92,80,59,62,45,27,15,9,1,0,390
2021-02-21,Malaysia,108,83,57,70,47,35,24,17,2,1,444
2021-02-22,Malaysia,30,25,15,21,18,6,1,0,1,0,117
2021-02-23,Malaysia,145,26,23,25,19,7,6,4,0,0,255
2021-02-24,Malaysia,74,57,26,25,21,13,5,5,1,0,227
2021-02-25,Malaysia,73,55,43,35,24,17,10,2,1,0,260
2021-02-26,Malaysia,83,27,20,25,16,11,6,6,0,0,194
2021-02-27,Malaysia,224,87,62,52,37,31,9,8,0,0,510
2021-02-28,Malaysia,185,91,76,60,57,51,37,19,2,2,580
2021-03-01,Malaysia,34,18,18,14,11,8,4,3,0,0,110
2021-03-02,Malaysia,91,50,30,39,10,16,7,4,0,0,247
2021-03-03,Malaysia,74,44,32,26,23,16,7,5,1,0,228
2021-03-04,Malaysia,260,121,88,98,36,17,6,1,0,0,627
2021-03-05,Malaysia,67,68,35,23,16,4,2,2,1,0,218
2021-03-06,Malaysia,108,51,47,44,45,29,16,5,1,0,346
2021-03-07,Malaysia,98,64,62,48,54,34,29,10,2,0,401
2021-03-08,Malaysia,16,12,9,7,6,6,4,0,0,0,60
2021-03-09,Malaysia,93,35,23,24,15,19,3,7,1,0,220
2021-03-10,Malaysia,81,68,45,35,23,5,9,2,0,0,268
2021-03-11,Malaysia,90,85,47,39,12,16,5,3,0,0,297
2021-03-12,Malaysia,45,32,21,15,10,4,4,4,0,0,135
2021-03-13,Malaysia,177,71,66,42,41,25,15,6,0,0,443
2021-03-14,Malaysia,122,91,78,55,53,31,17,13,1,1,462
2021-03-15,Malaysia,40,19,14,14,16,7,3,1,0,0,114
2021-03-16,Malaysia,102,58,36,32,28,11,11,4,0,0,282
2021-03-17,Malaysia,112,48,41,42,25,10,6,7,0,0,291
2021-03-18,Malaysia,171,43,30,30,30,6,11,7,0,0,328
2021-03-19,Malaysia,72,58,33,38,23,10,7,6,1,0,248
2021-03-20,Malaysia,133,71,70,44,37,34,15,8,1,0,413
2021-03-21,Malaysia,173,120,79,63,53,41,27,21,3,0,580
2021-03-22,Malaysia,35,24,29,35,20,18,9,5,0,0,175
2021-03-23,Malaysia,84,62,34,42,27,8,7,4,2,0,270
2021-03-24,Malaysia,61,39,42,37,12,9,3,2,0,0,205
2021-03-25,Malaysia,212,57,44,46,20,9,11,2,1,0,402
2021-03-26,Malaysia,53,21,19,15,10,9,9,1,0,0,137
2021-03-27,Malaysia,105,64,51,42,42,31,23,15,0,0,373
2021-03-28,Malaysia,150,95,62,78,69,51,34,8,1,0,548
2021-03-29,Malaysia,47,24,18,19,10,12,4,0,0,0,134
2021-03-30,Malaysia,55,34,36,31,16,7,5,1,0,0,185
2021-03-31,Malaysia,88,59,38,40,23,13,18,8,0,0,287
2021-04-01,Malaysia,132,28,22,29,24,12,11,5,1,0,264
2021-04-02,Malaysia,34,34,17,21,15,6,2,0,0,0,129
2021-04-03,Malaysia,148,59,52,46,31,29,11,4,0,0,380
2021-04-04,Malaysia,171,100,74,58,67,38,29,17,0,0,554
2021-04-05,Malaysia,121,23,23,16,13,3,1,0,0,0,200
2021-04-06,Malaysia,188,60,29,27,25,18,17,5,0,0,369
2021-04-07,Malaysia,159,51,44,49,27,9,5,3,0,0,347
2021-04-08,Malaysia,223,59,54,70,35,25,10,3,0,0,479
2021-04-09,Malaysia,82,38,32,30,24,12,5,3,0,0,226
2021-04-10,Malaysia,120,82,68,61,49,31,12,10,0,0,433
2021-04-11,Malaysia,153,79,96,67,81,45,34,14,4,0,573
2021-04-12,Malaysia,323,59,45,47,37,21,17,6,0,1,556
2021-04-13,Malaysia,7,5,4,2,2,0,0,2,0,0,22
2021-04-14,Malaysia,30,10,9,10,9,3,4,1,0,0,76
2021-04-15,Malaysia,26,19,14,21,7,5,7,3,0,0,102
2021-04-16,Malaysia,32,11,11,10,4,6,4,4,0,0,82
2021-04-17,Malaysia,93,41,28,22,28,21,8,2,0,0,243
2021-04-18,Malaysia,86,57,64,57,51,38,25,13,1,0,392
2021-04-19,Malaysia,23,8,6,13,2,4,2,2,0,0,60
2021-04-20,Malaysia,43,9,5,5,8,5,6,3,0,0,84
2021-04-21,Malaysia,83,22,12,16,9,6,5,5,2,0,160
2021-04-22,Malaysia,52,26,11,16,9,7,2,4,0,0,127
2021-04-23,Malaysia,37,25,18,9,13,5,8,4,0,0,119
2021-04-24,Malaysia,85,49,27,25,20,30,15,9,1,0,261
2021-04-25,Malaysia,155,64,60,63,53,46,24,17,1,0,483
2021-04-26,Malaysia,32,6,9,10,11,5,10,3,0,0,86
2021-04-27,Malaysia,184,20,15,11,6,7,2,5,0,0,250
2021-04-28,Malaysia,79,47,29,22,19,10,8,2,0,0,216
2021-04-29,Malaysia,89,28,23,37,29,13,7,3,0,0,229
2021-04-30,Malaysia,69,26,15,8,9,4,2,1,0,0,134
2021-05-01,Malaysia,127,86,70,60,49,43,29,17,1,0,482
2021-05-02,Malaysia,97,71,30,38,40,23,28,17,1,0,345
2021-05-03,Malaysia,57,11,9,10,7,6,3,4,0,0,107
2021-05-04,Malaysia,102,28,19,15,13,8,9,5,0,0,199
2021-05-05,Malaysia,60,27,16,17,10,6,5,0,0,0,141
2021-05-06,Malaysia,75,32,26,17,4,11,6,2,0,0,173
2021-05-07,Malaysia,29,24,16,14,7,3,8,1,0,0,102
2021-05-08,Malaysia,93,64,46,33,30,19,13,8,2,0,308
2021-05-09,Malaysia,113,42,42,42,32,33,23,18,0,0,345
2021-05-10,Malaysia,38,23,12,15,5,6,3,3,0,0,105
2021-05-11,Malaysia,58,36,15,23,8,7,5,1,0,0,153
2021-05-12,Malaysia,9,11,20,18,10,7,1,3,0,0,79
2021-05-13,Malaysia,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,Malaysia,44,26,19,17,12,12,4,2,0,0,136
2021-05-15,Malaysia,121,95,52,55,36,20,9,4,0,0,392
2021-05-16,Malaysia,136,105,63,62,45,24,27,9,0,0,471
2021-05-17,Malaysia,52,42,26,30,15,6,8,0,0,0,179
2021-05-18,Malaysia,62,54,33,26,14,6,9,2,0,0,206
2021-05-19,Malaysia,74,54,39,37,24,13,7,1,0,0,249
2021-05-20,Malaysia,56,55,41,41,26,11,2,3,0,0,235
2021-05-21,Malaysia,54,31,15,29,15,14,5,0,0,0,163
2021-05-22,Malaysia,117,84,70,41,36,17,12,10,1,0,388
2021-05-23,Malaysia,160,125,94,80,34,28,16,9,1,0,547
2021-05-24,Malaysia,41,32,31,21,6,5,7,2,0,0,145
2021-05-25,Malaysia,46,46,34,38,23,17,6,4,0,0,214
2021-05-26,Malaysia,72,68,42,30,27,24,16,5,2,0,286
2021-05-27,Malaysia,38,31,25,26,18,10,4,7,0,0,159
2021-05-28,Malaysia,59,49,29,37,26,8,8,2,0,0,218
2021-05-29,Malaysia,91,63,43,45,23,14,6,2,0,0,287
2021-05-30,Malaysia,101,66,39,32,30,29,11,7,1,0,316
2021-05-31,Malaysia,37,21,17,16,18,9,9,2,0,0,129
2021-06-01,Malaysia,101,54,23,19,10,7,5,0,0,0,219
2021-06-02,Malaysia,38,41,29,32,16,10,6,3,0,0,175
2021-06-03,Malaysia,62,60,31,41,22,10,2,2,1,0,231
2021-06-04,Malaysia,35,24,16,11,11,8,3,1,0,0,109
2021-06-05,Malaysia,96,73,39,38,35,14,14,4,1,0,314
2021-06-06,Malaysia,98,67,58,44,42,22,17,10,1,0,359
2021-06-07,Malaysia,84,51,41,41,38,15,15,5,0,0,290
2021-06-08,Malaysia,63,44,18,18,11,8,8,1,0,0,171
2021-06-09,Malaysia,71,60,34,46,33,18,12,11,1,0,286
2021-06-10,Malaysia,77,63,50,42,22,10,9,3,1,0,277
2021-06-11,Malaysia,59,35,24,32,22,13,5,3,0,0,193
2021-06-12,Malaysia,85,77,55,39,33,25,14,8,0,0,336
2021-06-13,Malaysia,112,95,59,61,27,41,22,11,0,0,428
2021-06-14,Malaysia,67,58,38,46,24,16,10,3,1,0,263
2021-06-15,Malaysia,72,71,43,52,21,14,7,6,0,1,287
2021-06-16,Malaysia,82,63,47,36,29,18,13,8,1,0,297
2021-06-17,Malaysia,74,57,56,69,37,28,3,5,0,0,329
2021-06-18,Malaysia,49,45,28,21,15,6,7,3,0,0,174
2021-06-19,Malaysia,115,72,60,53,37,26,13,4,0,0,380
2021-06-20,Malaysia,124,116,80,75,70,31,18,6,0,0,520
2021-06-21,Malaysia,50,29,32,22,22,13,6,1,0,0,175
2021-06-22,Malaysia,37,35,34,31,11,13,2,4,0,0,167
2021-06-23,Malaysia,88,42,44,32,32,9,7,6,1,0,261
2021-06-24,Malaysia,46,44,32,28,21,9,9,1,0,0,190
2021-06-25,Malaysia,50,34,35,32,15,14,6,3,0,0,189
2021-06-26,Malaysia,121,77,71,39,29,22,21,2,0,0,382
2021-06-27,Malaysia,135,87,58,62,46,21,9,8,0,0,426
2021-06-28,Malaysia,23,30,20,14,24,7,7,1,0,0,126
2021-06-29,Malaysia,50,25,31,25,24,10,9,4,0,0,178
2021-06-30,Malaysia,53,40,31,16,17,15,7,3,0,0,182
2021-07-01,Malaysia,70,41,37,34,32,20,11,0,0,0,245
2021-07-02,Malaysia,29,33,15,23,5,8,4,0,0,0,117
2021-07-03,Malaysia,68,34,36,28,31,13,7,3,0,0,220
2021-07-04,Malaysia,102,55,45,41,30,31,15,8,0,0,327
2021-07-05,Malaysia,16,22,18,9,9,9,5,1,0,0,89
2021-07-06,Malaysia,28,18,18,17,9,11,4,3,0,0,108
2021-07-07,Malaysia,48,33,32,19,16,15,5,3,0,0,171
2021-07-08,Malaysia,42,21,26,31,13,3,2,1,1,0,140
2021-07-09,Malaysia,76,26,24,24,21,17,5,5,0,0,198
2021-07-10,Malaysia,83,71,41,42,34,25,16,6,0,0,318
2021-07-11,Malaysia,85,77,39,41,22,19,11,5,2,0,301
2021-07-12,Malaysia,44,19,10,12,7,10,7,2,0,0,111
2021-07-13,Malaysia,41,17,21,10,9,5,1,0,0,0,104
2021-07-14,Malaysia,45,24,22,17,9,7,6,2,0,0,132
2021-07-15,Malaysia,31,27,18,35,13,6,8,4,0,0,142
2021-07-16,Malaysia,28,18,14,19,8,1,7,5,0,0,100
2021-07-17,Malaysia,58,43,33,33,22,16,11,2,0,0,218
2021-07-18,Malaysia,71,53,31,38,20,22,10,5,0,0,250
2021-07-19,Malaysia,13,10,7,5,1,5,2,1,0,0,44
2021-07-20,Malaysia,17,5,6,4,2,2,1,0,0,0,37
2021-07-21,Malaysia,47,14,15,17,12,3,2,1,0,0,111
2021-07-22,Malaysia,71,48,32,30,25,14,15,5,0,0,240
2021-07-23,Malaysia,48,25,19,12,15,14,4,1,0,0,138
2021-07-24,Malaysia,77,69,48,47,49,41,15,11,0,0,357
2021-07-25,Malaysia,97,65,46,36,30,20,15,9,0,0,318
2021-07-26,Malaysia,39,33,19,26,12,6,6,2,0,0,143
2021-07-27,Malaysia,56,38,30,33,6,8,7,3,0,0,181
2021-07-28,Malaysia,75,46,43,32,18,20,4,4,1,0,243
2021-07-29,Malaysia,82,56,38,58,23,11,8,2,0,0,278
2021-07-30,Malaysia,55,40,27,17,11,8,0,0,0,0,158
2021-07-31,Malaysia,93,58,51,40,20,14,10,3,1,0,290
2021-08-01,Malaysia,105,62,36,40,38,23,10,5,0,0,319
2021-08-02,Malaysia,32,26,10,19,10,10,9,3,0,0,119
2021-08-03,Malaysia,53,24,23,21,12,11,6,5,1,0,156
2021-08-04,Malaysia,78,38,29,37,24,18,14,4,0,0,242
2021-08-05,Malaysia,66,48,33,32,22,16,10,5,1,1,234
2021-08-06,Malaysia,67,56,36,38,20,6,3,8,0,0,234
2021-08-07,Malaysia,113,72,51,32,30,19,18,9,0,0,344
2021-08-08,Malaysia,133,95,50,69,43,24,23,12,2,0,451
2021-08-09,Malaysia,32,29,22,16,13,3,4,0,1,0,120
2021-08-10,Malaysia,111,50,43,45,25,10,7,6,0,0,297
2021-08-11,Malaysia,37,32,27,24,15,10,9,3,1,0,158
2021-08-12,Malaysia,61,31,32,31,24,16,9,1,0,0,205
2021-08-13,Malaysia,77,47,33,28,19,6,5,1,0,0,216
2021-08-14,Malaysia,95,80,50,46,34,21,6,2,0,0,334
2021-08-15,Malaysia,124,90,58,44,42,29,11,10,1,0,409
2021-08-16,Malaysia,34,36,26,19,8,5,9,5,0,0,142
2021-08-17,Malaysia,41,22,25,21,16,11,8,7,1,0,152
2021-08-18,Malaysia,49,24,37,43,24,12,6,4,1,0,200
2021-08-19,Malaysia,54,59,52,44,41,20,12,5,0,0,287
2021-08-20,Malaysia,48,29,22,17,11,12,12,3,0,0,154
2021-08-21,Malaysia,137,103,49,60,31,21,16,8,0,0,425
2021-08-22,Malaysia,139,78,69,60,33,27,24,15,2,0,447
2021-08-23,Malaysia,54,23,20,20,12,10,3,1,0,0,143
2021-08-24,Malaysia,60,45,39,49,22,11,10,3,0,0,239
2021-08-25,Malaysia,60,56,41,31,23,19,10,5,0,0,245
2021-08-26,Malaysia,55,48,33,48,23,15,11,1,0,0,234
2021-08-27,Malaysia,106,47,39,26,16,11,10,3,0,0,258
2021-08-28,Malaysia,116,78,63,54,34,36,17,7,2,0,407
2021-08-29,Malaysia,154,119,44,76,54,36,25,14,0,0,522
2021-08-30,Malaysia,90,45,53,42,35,35,17,9,0,1,327
2021-08-31,Malaysia,198,132,95,100,75,39,38,19,1,0,697
2021-09-01,Malaysia,62,62,44,38,20,11,9,7,0,0,253
2021-09-02,Malaysia,76,63,97,63,28,18,14,7,0,0,366
2021-09-03,Malaysia,54,38,21,17,18,3,6,2,1,0,160
2021-09-04,Malaysia,139,86,61,54,35,29,20,15,0,0,439
2021-09-05,Malaysia,105,78,68,41,35,28,15,8,0,0,378
2021-09-06,Malaysia,35,16,21,16,12,13,10,0,0,0,123
2021-09-07,Malaysia,59,58,46,28,24,18,8,1,0,0,242
2021-09-08,Malaysia,41,41,47,36,24,26,16,13,0,0,244
2021-09-09,Malaysia,59,46,34,14,16,10,4,4,1,0,188
2021-09-10,Malaysia,58,34,28,17,9,10,3,3,0,0,162
2021-09-11,Malaysia,178,82,60,60,47,21,21,7,1,0,477
2021-09-12,Malaysia,110,77,59,63,39,36,27,15,1,0,427
2021-09-13,Malaysia,49,32,21,19,18,8,1,2,0,0,150
2021-09-14,Malaysia,53,28,27,32,21,11,5,4,0,0,181
2021-09-15,Malaysia,68,50,36,48,21,15,9,6,0,0,253
2021-09-16,Malaysia,182,123,84,99,53,50,17,13,0,0,621
2021-09-17,Malaysia,37,35,25,26,9,7,10,4,0,0,153
2021-09-18,Malaysia,97,82,64,53,37,13,13,11,0,0,370
2021-09-19,Malaysia,129,110,71,75,45,24,25,12,2,0,493
2021-09-20,Malaysia,39,22,20,16,11,7,6,4,0,0,125
2021-09-21,Malaysia,42,28,23,35,16,10,11,3,0,0,168
2021-09-22,Malaysia,54,37,28,33,22,7,5,7,0,0,193
2021-09-23,Malaysia,89,33,32,32,13,8,6,3,0,0,216
2021-09-24,Malaysia,36,22,25,15,19,6,4,3,0,0,130
2021-09-25,Malaysia,90,62,38,35,31,30,18,8,0,0,312
2021-09-26,Malaysia,109,59,54,48,40,18,18,12,2,0,360
2021-09-27,Malaysia,35,31,24,20,16,10,8,1,0,0,145
2021-09-28,Malaysia,27,35,27,25,15,13,6,1,0,0,149
2021-09-29,Malaysia,70,76,45,74,42,9,8,4,0,0,328
2021-09-30,Malaysia,69,54,55,51,22,8,8,7,1,0,275
2021-10-01,Malaysia,46,33,24,13,9,17,6,4,0,0,152
2021-10-02,Malaysia,90,54,43,43,21,19,13,11,0,0,294
2021-10-03,Malaysia,108,86,73,66,51,42,20,13,1,0,460
2021-10-04,Malaysia,24,17,10,10,6,8,3,1,0,0,79
2021-10-05,Malaysia,34,24,27,17,18,4,3,3,0,0,130
2021-10-06,Malaysia,37,20,19,29,17,12,6,3,0,0,143
2021-10-07,Malaysia,32,27,39,16,13,8,10,3,0,0,148
2021-10-08,Malaysia,37,22,17,16,14,5,4,3,2,0,120
2021-10-09,Malaysia,106,87,59,52,34,30,11,8,0,0,387
2021-10-10,Malaysia,119,64,54,52,38,45,16,16,0,1,405
2021-10-11,Malaysia,21,22,11,19,14,1,2,2,0,0,92
2021-10-12,Malaysia,58,41,32,39,18,11,11,9,0,0,219
2021-10-13,Malaysia,55,61,34,51,27,16,12,8,0,0,264
2021-10-14,Malaysia,69,60,45,52,23,9,9,1,1,0,269
2021-10-15,Malaysia,51,17,11,16,11,6,7,3,0,0,122
2021-10-16,Malaysia,118,51,48,35,29,19,17,13,0,0,330
2021-10-17,Malaysia,109,78,56,46,56,25,14,13,2,0,399
2021-10-18,Malaysia,15,26,15,25,13,9,6,1,0,0,110
2021-10-19,Malaysia,83,46,32,31,26,19,16,5,0,0,258
2021-10-20,Malaysia,34,24,35,26,18,5,3,2,1,0,148
2021-10-21,Malaysia,51,24,23,23,15,11,7,1,1,0,156
2021-10-22,Malaysia,37,26,14,18,10,1,3,0,0,0,109
2021-10-23,Malaysia,71,53,52,36,34,19,20,8,0,0,293
2021-10-24,Malaysia,98,76,62,58,51,33,21,10,0,0,409
2021-10-25,Malaysia,20,17,9,10,9,1,3,5,1,0,75
2021-10-26,Malaysia,43,24,16,10,14,7,2,1,0,0,117
2021-10-27,Malaysia,102,60,29,32,21,10,9,1,0,0,264
2021-10-28,Malaysia,76,61,28,30,12,9,6,6,0,0,228
2021-10-29,Malaysia,102,49,31,27,21,9,3,4,0,0,246
2021-10-30,Malaysia,122,44,56,54,43,13,17,5,2,1,357
2021-10-31,Malaysia,135,78,51,43,44,41,18,9,2,0,421
2021-11-01,Malaysia,94,27,21,23,15,7,5,1,0,0,193
2021-11-02,Malaysia,66,37,40,36,26,7,11,4,0,0,227
2021-11-03,Malaysia,50,28,36,41,23,21,12,2,0,0,213
2021-11-04,Malaysia,83,55,40,46,19,19,10,10,0,0,282
2021-11-05,Malaysia,51,25,20,19,18,11,9,1,0,0,154
2021-11-06,Malaysia,109,43,40,46,29,21,20,6,0,0,314
2021-11-07,Malaysia,94,62,53,50,40,27,19,12,1,0,358
2021-11-08,Malaysia,38,18,27,12,8,6,3,0,0,0,112
2021-11-09,Malaysia,53,52,24,44,25,11,4,2,0,0,215
2021-11-10,Malaysia,92,49,32,35,29,7,6,5,0,0,255
2021-11-11,Malaysia,60,60,43,44,25,18,11,5,0,0,266
