date,state,daily,donations_new,donations_returning
2007-12-26,Malaysia,385,162,223
2007-12-27,Malaysia,879,482,397
2007-12-28,Malaysia,739,358,381
2007-12-29,Malaysia,620,342,278
2007-12-30,Malaysia,926,475,451
2007-12-31,Malaysia,376,141,235
2008-01-01,Malaysia,299,173,126
2008-01-02,Malaysia,479,213,266
2008-01-03,Malaysia,739,349,390
2008-01-04,Malaysia,473,260,213
2008-01-05,Malaysia,578,261,317
2008-01-06,Malaysia,737,413,324
2008-01-07,Malaysia,723,381,342
2008-01-08,Malaysia,853,476,377
2008-01-09,Malaysia,845,413,432
2008-01-10,Malaysia,476,288,188
2008-01-11,Malaysia,582,322,260
2008-01-12,Malaysia,1050,461,589
2008-01-13,Malaysia,1305,629,676
2008-01-14,Malaysia,945,449,496
2008-01-15,Malaysia,1384,763,621
2008-01-16,Malaysia,1708,946,762
2008-01-17,Malaysia,1571,871,700
2008-01-18,Malaysia,834,472,362
2008-01-19,Malaysia,816,522,294
2008-01-20,Malaysia,1452,783,669
2008-01-21,Malaysia,944,506,438
2008-01-22,Malaysia,1039,619,420
2008-01-23,Malaysia,1967,1068,899
2008-01-24,Malaysia,1512,765,747
2008-01-25,Malaysia,835,404,431
2008-01-26,Malaysia,1018,605,413
2008-01-27,Malaysia,971,563,408
2008-01-28,Malaysia,1048,513,535
2008-01-29,Malaysia,1518,905,613
2008-01-30,Malaysia,1509,807,702
2008-01-31,Malaysia,1526,1007,519
2008-02-01,Malaysia,795,610,185
2008-02-02,Malaysia,662,390,272
2008-02-03,Malaysia,456,332,124
2008-02-04,Malaysia,730,373,357
2008-02-05,Malaysia,991,636,355
2008-02-06,Malaysia,894,512,382
2008-02-07,Malaysia,267,164,103
2008-02-08,Malaysia,251,148,103
2008-02-09,Malaysia,1032,912,120
2008-02-10,Malaysia,458,261,197
2008-02-11,Malaysia,683,265,418
2008-02-12,Malaysia,882,408,474
2008-02-13,Malaysia,1669,971,698
2008-02-14,Malaysia,1297,738,559
2008-02-15,Malaysia,684,378,306
2008-02-16,Malaysia,840,549,291
2008-02-17,Malaysia,973,545,428
2008-02-18,Malaysia,701,365,336
2008-02-19,Malaysia,1407,935,472
2008-02-20,Malaysia,1251,740,511
2008-02-21,Malaysia,1641,944,697
2008-02-22,Malaysia,975,601,374
2008-02-23,Malaysia,2170,1953,217
2008-02-24,Malaysia,953,629,324
2008-02-25,Malaysia,456,243,213
2008-02-26,Malaysia,1172,700,472
2008-02-27,Malaysia,1132,573,559
2008-02-28,Malaysia,1207,692,515
2008-02-29,Malaysia,721,445,276
2008-03-01,Malaysia,779,501,278
2008-03-02,Malaysia,1189,632,557
2008-03-03,Malaysia,770,497,273
2008-03-04,Malaysia,975,569,406
2008-03-05,Malaysia,820,517,303
2008-03-06,Malaysia,674,426,248
2008-03-07,Malaysia,605,398,207
2008-03-08,Malaysia,42,8,34
2008-03-09,Malaysia,645,280,365
2008-03-10,Malaysia,525,324,201
2008-03-11,Malaysia,650,327,323
2008-03-12,Malaysia,1146,710,436
2008-03-13,Malaysia,1273,781,492
2008-03-14,Malaysia,464,206,258
2008-03-15,Malaysia,1048,634,414
2008-03-16,Malaysia,1761,978,783
2008-03-17,Malaysia,1151,638,513
2008-03-18,Malaysia,1246,720,526
2008-03-19,Malaysia,936,696,240
2008-03-20,Malaysia,195,126,69
2008-03-21,Malaysia,674,256,418
2008-03-22,Malaysia,594,358,236
2008-03-23,Malaysia,1654,809,845
2008-03-24,Malaysia,868,384,484
2008-03-25,Malaysia,1569,915,654
2008-03-26,Malaysia,1405,734,671
2008-03-27,Malaysia,1502,859,643
2008-03-28,Malaysia,1023,515,508
2008-03-29,Malaysia,891,504,387
2008-03-30,Malaysia,1052,526,526
2008-03-31,Malaysia,528,299,229
2008-04-01,Malaysia,936,493,443
2008-04-02,Malaysia,1937,1228,709
2008-04-03,Malaysia,1235,579,656
2008-04-04,Malaysia,626,350,276
2008-04-05,Malaysia,513,284,229
2008-04-06,Malaysia,1306,809,497
2008-04-07,Malaysia,822,465,357
2008-04-08,Malaysia,1104,659,445
2008-04-09,Malaysia,741,405,336
2008-04-10,Malaysia,744,361,383
2008-04-11,Malaysia,594,298,296
2008-04-12,Malaysia,566,323,243
2008-04-13,Malaysia,1734,1006,728
2008-04-14,Malaysia,854,393,461
2008-04-15,Malaysia,726,379,347
2008-04-16,Malaysia,1814,1092,722
2008-04-17,Malaysia,1177,624,553
2008-04-18,Malaysia,791,432,359
2008-04-19,Malaysia,796,517,279
2008-04-20,Malaysia,1570,749,821
2008-04-21,Malaysia,896,476,420
2008-04-22,Malaysia,980,588,392
2008-04-23,Malaysia,857,544,313
2008-04-24,Malaysia,597,350,247
2008-04-25,Malaysia,809,424,385
2008-04-26,Malaysia,690,382,308
2008-04-27,Malaysia,1372,688,684
2008-04-28,Malaysia,602,318,284
2008-04-29,Malaysia,753,430,323
2008-04-30,Malaysia,882,524,358
2008-05-01,Malaysia,2014,776,1238
2008-05-02,Malaysia,248,78,170
2008-05-03,Malaysia,447,230,217
2008-05-04,Malaysia,1673,669,1004
2008-05-05,Malaysia,618,324,294
2008-05-06,Malaysia,793,350,443
2008-05-07,Malaysia,920,543,377
2008-05-08,Malaysia,1272,731,541
2008-05-09,Malaysia,1164,690,474
2008-05-10,Malaysia,740,403,337
2008-05-11,Malaysia,882,488,394
2008-05-12,Malaysia,653,360,293
2008-05-13,Malaysia,962,553,409
2008-05-14,Malaysia,1049,580,469
2008-05-15,Malaysia,1211,648,563
2008-05-16,Malaysia,846,433,413
2008-05-17,Malaysia,1965,1722,243
2008-05-18,Malaysia,1628,907,721
2008-05-19,Malaysia,2055,1079,976
2008-05-20,Malaysia,564,277,287
2008-05-21,Malaysia,875,423,452
2008-05-22,Malaysia,1049,585,464
2008-05-23,Malaysia,615,332,283
2008-05-24,Malaysia,676,508,168
2008-05-25,Malaysia,1307,691,616
2008-05-26,Malaysia,606,306,300
2008-05-27,Malaysia,484,213,271
2008-05-28,Malaysia,1256,675,581
2008-05-29,Malaysia,780,376,404
2008-05-30,Malaysia,637,286,351
2008-05-31,Malaysia,470,296,174
2008-06-01,Malaysia,519,213,306
2008-06-02,Malaysia,308,90,218
2008-06-03,Malaysia,715,363,352
2008-06-04,Malaysia,544,264,280
2008-06-05,Malaysia,581,252,329
2008-06-06,Malaysia,647,228,419
2008-06-07,Malaysia,629,340,289
2008-06-08,Malaysia,1160,636,524
2008-06-09,Malaysia,412,165,247
2008-06-10,Malaysia,752,414,338
2008-06-11,Malaysia,1022,550,472
2008-06-12,Malaysia,1138,536,602
2008-06-13,Malaysia,454,153,301
2008-06-14,Malaysia,1063,739,324
2008-06-15,Malaysia,1987,861,1126
2008-06-16,Malaysia,664,345,319
2008-06-17,Malaysia,493,258,235
2008-06-18,Malaysia,790,535,255
2008-06-19,Malaysia,971,590,381
2008-06-20,Malaysia,818,410,408
2008-06-21,Malaysia,1042,573,469
2008-06-22,Malaysia,2002,966,1036
2008-06-23,Malaysia,509,263,246
2008-06-24,Malaysia,917,474,443
2008-06-25,Malaysia,955,505,450
2008-06-26,Malaysia,1056,609,447
2008-06-27,Malaysia,723,342,381
2008-06-28,Malaysia,969,606,363
2008-06-29,Malaysia,1049,529,520
2008-06-30,Malaysia,740,441,299
2008-07-01,Malaysia,572,260,312
2008-07-02,Malaysia,635,341,294
2008-07-03,Malaysia,724,415,309
2008-07-04,Malaysia,655,321,334
2008-07-05,Malaysia,647,344,303
2008-07-06,Malaysia,1543,786,757
2008-07-07,Malaysia,680,340,340
2008-07-08,Malaysia,1102,640,462
2008-07-09,Malaysia,882,540,342
2008-07-10,Malaysia,871,511,360
2008-07-11,Malaysia,533,262,271
2008-07-12,Malaysia,825,586,239
2008-07-13,Malaysia,1604,682,922
2008-07-14,Malaysia,792,422,370
2008-07-15,Malaysia,976,519,457
2008-07-16,Malaysia,1165,599,566
2008-07-17,Malaysia,1357,657,700
2008-07-18,Malaysia,729,290,439
2008-07-19,Malaysia,737,430,307
2008-07-20,Malaysia,1251,667,584
2008-07-21,Malaysia,1143,591,552
2008-07-22,Malaysia,1106,571,535
2008-07-23,Malaysia,994,535,459
2008-07-24,Malaysia,1313,717,596
2008-07-25,Malaysia,865,386,479
2008-07-26,Malaysia,1500,857,643
2008-07-27,Malaysia,1546,933,613
2008-07-28,Malaysia,964,560,404
2008-07-29,Malaysia,1274,607,667
2008-07-30,Malaysia,1906,1065,841
2008-07-31,Malaysia,1568,783,785
2008-08-01,Malaysia,950,388,562
2008-08-02,Malaysia,834,506,328
2008-08-03,Malaysia,1541,781,760
2008-08-04,Malaysia,914,497,417
2008-08-05,Malaysia,1900,1313,587
2008-08-06,Malaysia,1311,776,535
2008-08-07,Malaysia,1539,954,585
2008-08-08,Malaysia,939,456,483
2008-08-09,Malaysia,977,597,380
2008-08-10,Malaysia,2328,1159,1169
2008-08-11,Malaysia,814,429,385
2008-08-12,Malaysia,1536,890,646
2008-08-13,Malaysia,1424,664,760
2008-08-14,Malaysia,1289,660,629
2008-08-15,Malaysia,423,194,229
2008-08-16,Malaysia,1177,999,178
2008-08-17,Malaysia,1624,736,888
2008-08-18,Malaysia,445,216,229
2008-08-19,Malaysia,773,403,370
2008-08-20,Malaysia,1328,686,642
2008-08-21,Malaysia,1889,1176,713
2008-08-22,Malaysia,812,423,389
2008-08-23,Malaysia,1202,959,243
2008-08-24,Malaysia,1554,731,823
2008-08-25,Malaysia,1472,795,677
2008-08-26,Malaysia,1426,727,699
2008-08-27,Malaysia,1894,991,903
2008-08-28,Malaysia,1676,922,754
2008-08-29,Malaysia,1229,574,655
2008-08-30,Malaysia,2645,1582,1063
2008-08-31,Malaysia,1940,982,958
2008-09-01,Malaysia,500,229,271
2008-09-02,Malaysia,142,61,81
2008-09-03,Malaysia,206,68,138
2008-09-04,Malaysia,313,195,118
2008-09-05,Malaysia,428,198,230
2008-09-06,Malaysia,439,223,216
2008-09-07,Malaysia,1518,713,805
2008-09-08,Malaysia,277,107,170
2008-09-09,Malaysia,587,335,252
2008-09-10,Malaysia,416,197,219
2008-09-11,Malaysia,220,72,148
2008-09-12,Malaysia,388,138,250
2008-09-13,Malaysia,489,340,149
2008-09-14,Malaysia,939,520,419
2008-09-15,Malaysia,661,296,365
2008-09-16,Malaysia,456,245,211
2008-09-17,Malaysia,363,162,201
2008-09-18,Malaysia,1043,617,426
2008-09-19,Malaysia,589,293,296
2008-09-20,Malaysia,574,311,263
2008-09-21,Malaysia,2025,767,1258
2008-09-22,Malaysia,396,176,220
2008-09-23,Malaysia,801,445,356
2008-09-24,Malaysia,465,238,227
2008-09-25,Malaysia,558,274,284
2008-09-26,Malaysia,495,128,367
2008-09-27,Malaysia,660,332,328
2008-09-28,Malaysia,1740,750,990
2008-09-29,Malaysia,253,79,174
2008-09-30,Malaysia,153,48,105
2008-10-01,Malaysia,30,11,19
2008-10-02,Malaysia,83,24,59
2008-10-03,Malaysia,290,86,204
2008-10-04,Malaysia,310,162,148
2008-10-05,Malaysia,855,380,475
2008-10-06,Malaysia,371,113,258
2008-10-07,Malaysia,812,415,397
2008-10-08,Malaysia,1146,516,630
2008-10-09,Malaysia,924,446,478
2008-10-10,Malaysia,761,256,505
2008-10-11,Malaysia,1147,631,516
2008-10-12,Malaysia,1867,992,875
2008-10-13,Malaysia,586,232,354
2008-10-14,Malaysia,839,386,453
2008-10-15,Malaysia,1854,1117,737
2008-10-16,Malaysia,1449,797,652
2008-10-17,Malaysia,581,215,366
2008-10-18,Malaysia,1273,942,331
2008-10-19,Malaysia,1283,538,745
2008-10-20,Malaysia,1046,486,560
2008-10-21,Malaysia,675,317,358
2008-10-22,Malaysia,1419,627,792
2008-10-23,Malaysia,1548,774,774
2008-10-24,Malaysia,495,224,271
2008-10-25,Malaysia,695,446,249
2008-10-26,Malaysia,1305,579,726
2008-10-27,Malaysia,194,99,95
2008-10-28,Malaysia,592,230,362
2008-10-29,Malaysia,614,283,331
2008-10-30,Malaysia,719,368,351
2008-10-31,Malaysia,659,251,408
2008-11-01,Malaysia,612,304,308
2008-11-02,Malaysia,2260,1528,732
2008-11-03,Malaysia,344,97,247
2008-11-04,Malaysia,964,390,574
2008-11-05,Malaysia,1064,601,463
2008-11-06,Malaysia,1081,477,604
2008-11-07,Malaysia,933,434,499
2008-11-08,Malaysia,1023,656,367
2008-11-09,Malaysia,1629,793,836
2008-11-10,Malaysia,482,162,320
2008-11-11,Malaysia,1110,509,601
2008-11-12,Malaysia,723,330,393
2008-11-13,Malaysia,986,459,527
2008-11-14,Malaysia,840,382,458
2008-11-15,Malaysia,673,361,312
2008-11-16,Malaysia,1721,806,915
2008-11-17,Malaysia,456,178,278
2008-11-18,Malaysia,1035,620,415
2008-11-19,Malaysia,1131,657,474
2008-11-20,Malaysia,1079,575,504
2008-11-21,Malaysia,640,320,320
2008-11-22,Malaysia,920,494,426
2008-11-23,Malaysia,1418,737,681
2008-11-24,Malaysia,744,342,402
2008-11-25,Malaysia,1141,470,671
2008-11-26,Malaysia,1285,523,762
2008-11-27,Malaysia,1620,687,933
2008-11-28,Malaysia,1361,634,727
2008-11-29,Malaysia,616,378,238
2008-11-30,Malaysia,1322,590,732
2008-12-01,Malaysia,518,219,299
2008-12-02,Malaysia,673,283,390
2008-12-03,Malaysia,1019,462,557
2008-12-04,Malaysia,1270,513,757
2008-12-05,Malaysia,713,338,375
2008-12-06,Malaysia,837,441,396
2008-12-07,Malaysia,1619,577,1042
2008-12-08,Malaysia,45,15,30
2008-12-09,Malaysia,464,196,268
2008-12-10,Malaysia,532,237,295
2008-12-11,Malaysia,957,385,572
2008-12-12,Malaysia,684,313,371
2008-12-13,Malaysia,1045,646,399
2008-12-14,Malaysia,1556,632,924
2008-12-15,Malaysia,699,268,431
2008-12-16,Malaysia,1113,515,598
2008-12-17,Malaysia,1233,611,622
2008-12-18,Malaysia,1505,649,856
2008-12-19,Malaysia,927,488,439
2008-12-20,Malaysia,645,335,310
2008-12-21,Malaysia,1092,432,660
2008-12-22,Malaysia,790,362,428
2008-12-23,Malaysia,1005,455,550
2008-12-24,Malaysia,636,223,413
2008-12-25,Malaysia,301,123,178
2008-12-26,Malaysia,426,137,289
2008-12-27,Malaysia,564,273,291
2008-12-28,Malaysia,1239,508,731
2008-12-29,Malaysia,130,84,46
2008-12-30,Malaysia,479,150,329
2008-12-31,Malaysia,806,305,501
2009-01-01,Malaysia,533,280,253
2009-01-02,Malaysia,872,316,556
2009-01-03,Malaysia,259,113,146
2009-01-04,Malaysia,860,343,517
2009-01-05,Malaysia,564,175,389
2009-01-06,Malaysia,790,302,488
2009-01-07,Malaysia,1116,443,673
2009-01-08,Malaysia,1122,497,625
2009-01-09,Malaysia,1403,750,653
2009-01-10,Malaysia,1107,613,494
2009-01-11,Malaysia,1475,755,720
2009-01-12,Malaysia,1245,715,530
2009-01-13,Malaysia,1467,690,777
2009-01-14,Malaysia,1853,897,956
2009-01-15,Malaysia,1437,778,659
2009-01-16,Malaysia,927,564,363
2009-01-17,Malaysia,1063,646,417
2009-01-18,Malaysia,758,394,364
2009-01-19,Malaysia,796,375,421
2009-01-20,Malaysia,1245,562,683
2009-01-21,Malaysia,2055,929,1126
2009-01-22,Malaysia,1783,1034,749
2009-01-23,Malaysia,712,363,349
2009-01-24,Malaysia,577,285,292
2009-01-25,Malaysia,525,261,264
2009-01-26,Malaysia,358,190,168
2009-01-27,Malaysia,324,177,147
2009-01-28,Malaysia,758,294,464
2009-01-29,Malaysia,1244,600,644
2009-01-30,Malaysia,942,390,552
2009-01-31,Malaysia,1160,791,369
2009-02-01,Malaysia,771,374,397
2009-02-02,Malaysia,742,320,422
2009-02-03,Malaysia,893,407,486
2009-02-04,Malaysia,1690,845,845
2009-02-05,Malaysia,1629,842,787
2009-02-06,Malaysia,591,246,345
2009-02-07,Malaysia,1686,1278,408
2009-02-08,Malaysia,1876,1059,817
2009-02-09,Malaysia,733,404,329
2009-02-10,Malaysia,1079,452,627
2009-02-11,Malaysia,1641,928,713
2009-02-12,Malaysia,1189,555,634
2009-02-13,Malaysia,911,416,495
2009-02-14,Malaysia,1402,904,498
2009-02-15,Malaysia,1079,605,474
2009-02-16,Malaysia,998,507,491
2009-02-17,Malaysia,1115,526,589
2009-02-18,Malaysia,1279,543,736
2009-02-19,Malaysia,1353,664,689
2009-02-20,Malaysia,1339,573,766
2009-02-21,Malaysia,2529,2100,429
2009-02-22,Malaysia,1676,915,761
2009-02-23,Malaysia,1034,572,462
2009-02-24,Malaysia,1903,1144,759
2009-02-25,Malaysia,1813,967,846
2009-02-26,Malaysia,1168,618,550
2009-02-27,Malaysia,668,337,331
2009-02-28,Malaysia,1035,528,507
2009-03-01,Malaysia,1617,697,920
2009-03-02,Malaysia,604,264,340
2009-03-03,Malaysia,1339,716,623
2009-03-04,Malaysia,1172,632,540
2009-03-05,Malaysia,1124,599,525
2009-03-06,Malaysia,614,240,374
2009-03-07,Malaysia,1422,550,872
2009-03-08,Malaysia,1504,627,877
2009-03-09,Malaysia,263,144,119
2009-03-10,Malaysia,821,381,440
2009-03-11,Malaysia,760,365,395
2009-03-12,Malaysia,1229,604,625
2009-03-13,Malaysia,828,413,415
2009-03-14,Malaysia,569,305,264
2009-03-15,Malaysia,1735,780,955
2009-03-16,Malaysia,891,286,605
2009-03-17,Malaysia,986,301,685
2009-03-18,Malaysia,1174,447,727
2009-03-19,Malaysia,1290,587,703
2009-03-20,Malaysia,791,345,446
2009-03-21,Malaysia,858,463,395
2009-03-22,Malaysia,1696,719,977
2009-03-23,Malaysia,937,465,472
2009-03-24,Malaysia,981,464,517
2009-03-25,Malaysia,1203,560,643
2009-03-26,Malaysia,1881,823,1058
2009-03-27,Malaysia,760,266,494
2009-03-28,Malaysia,847,451,396
2009-03-29,Malaysia,1533,616,917
2009-03-30,Malaysia,750,324,426
2009-03-31,Malaysia,1032,563,469
2009-04-01,Malaysia,1301,587,714
2009-04-02,Malaysia,856,475,381
2009-04-03,Malaysia,682,330,352
2009-04-04,Malaysia,679,338,341
2009-04-05,Malaysia,1288,640,648
2009-04-06,Malaysia,501,189,312
2009-04-07,Malaysia,1194,513,681
2009-04-08,Malaysia,1106,606,500
2009-04-09,Malaysia,1287,612,675
2009-04-10,Malaysia,551,254,297
2009-04-11,Malaysia,1264,741,523
2009-04-12,Malaysia,1507,631,876
2009-04-13,Malaysia,753,256,497
2009-04-14,Malaysia,1366,578,788
2009-04-15,Malaysia,1268,611,657
2009-04-16,Malaysia,1343,715,628
2009-04-17,Malaysia,1055,482,573
2009-04-18,Malaysia,868,504,364
2009-04-19,Malaysia,1949,900,1049
2009-04-20,Malaysia,774,307,467
2009-04-21,Malaysia,933,402,531
2009-04-22,Malaysia,1333,683,650
2009-04-23,Malaysia,725,360,365
2009-04-24,Malaysia,874,327,547
2009-04-25,Malaysia,842,556,286
2009-04-26,Malaysia,1173,506,667
2009-04-27,Malaysia,658,270,388
2009-04-28,Malaysia,1229,599,630
2009-04-29,Malaysia,777,424,353
2009-04-30,Malaysia,885,468,417
2009-05-01,Malaysia,2434,802,1632
2009-05-02,Malaysia,645,334,311
2009-05-03,Malaysia,1133,386,747
2009-05-04,Malaysia,640,254,386
2009-05-05,Malaysia,676,248,428
2009-05-06,Malaysia,894,332,562
2009-05-07,Malaysia,793,345,448
2009-05-08,Malaysia,624,223,401
2009-05-09,Malaysia,2417,1047,1370
2009-05-10,Malaysia,1559,764,795
2009-05-11,Malaysia,594,199,395
2009-05-12,Malaysia,809,376,433
2009-05-13,Malaysia,1083,474,609
2009-05-14,Malaysia,1173,543,630
2009-05-15,Malaysia,1264,547,717
2009-05-16,Malaysia,1241,785,456
2009-05-17,Malaysia,1764,847,917
2009-05-18,Malaysia,503,156,347
2009-05-19,Malaysia,861,403,458
2009-05-20,Malaysia,877,383,494
2009-05-21,Malaysia,1005,480,525
2009-05-22,Malaysia,671,229,442
2009-05-23,Malaysia,1292,995,297
2009-05-24,Malaysia,1632,724,908
2009-05-25,Malaysia,784,354,430
2009-05-26,Malaysia,596,215,381
2009-05-27,Malaysia,1120,563,557
2009-05-28,Malaysia,1168,562,606
2009-05-29,Malaysia,867,310,557
2009-05-30,Malaysia,1087,729,358
2009-05-31,Malaysia,1695,704,991
2009-06-01,Malaysia,529,216,313
2009-06-02,Malaysia,605,257,348
2009-06-03,Malaysia,903,438,465
2009-06-04,Malaysia,834,376,458
2009-06-05,Malaysia,696,280,416
2009-06-06,Malaysia,592,247,345
2009-06-07,Malaysia,1392,620,772
2009-06-08,Malaysia,617,272,345
2009-06-09,Malaysia,640,301,339
2009-06-10,Malaysia,905,497,408
2009-06-11,Malaysia,808,319,489
2009-06-12,Malaysia,610,207,403
2009-06-13,Malaysia,625,300,325
2009-06-14,Malaysia,2275,831,1444
2009-06-15,Malaysia,881,419,462
2009-06-16,Malaysia,937,432,505
2009-06-17,Malaysia,1182,645,537
2009-06-18,Malaysia,1645,897,748
2009-06-19,Malaysia,762,376,386
2009-06-20,Malaysia,981,536,445
2009-06-21,Malaysia,1895,993,902
2009-06-22,Malaysia,636,315,321
2009-06-23,Malaysia,1127,658,469
2009-06-24,Malaysia,754,397,357
2009-06-25,Malaysia,1418,822,596
2009-06-26,Malaysia,808,350,458
2009-06-27,Malaysia,1375,774,601
2009-06-28,Malaysia,1573,634,939
2009-06-29,Malaysia,652,329,323
2009-06-30,Malaysia,907,497,410
2009-07-01,Malaysia,932,490,442
2009-07-02,Malaysia,946,509,437
2009-07-03,Malaysia,753,403,350
2009-07-04,Malaysia,618,298,320
2009-07-05,Malaysia,1466,653,813
2009-07-06,Malaysia,600,305,295
2009-07-07,Malaysia,1165,623,542
2009-07-08,Malaysia,934,608,326
2009-07-09,Malaysia,1065,604,461
2009-07-10,Malaysia,679,363,316
2009-07-11,Malaysia,847,443,404
2009-07-12,Malaysia,2031,810,1221
2009-07-13,Malaysia,710,345,365
2009-07-14,Malaysia,857,425,432
2009-07-15,Malaysia,1508,807,701
2009-07-16,Malaysia,1379,658,721
2009-07-17,Malaysia,923,389,534
2009-07-18,Malaysia,998,515,483
2009-07-19,Malaysia,1648,865,783
2009-07-20,Malaysia,618,240,378
2009-07-21,Malaysia,980,386,594
2009-07-22,Malaysia,1776,890,886
2009-07-23,Malaysia,1331,650,681
2009-07-24,Malaysia,1343,884,459
2009-07-25,Malaysia,1048,531,517
2009-07-26,Malaysia,1920,770,1150
2009-07-27,Malaysia,1098,625,473
2009-07-28,Malaysia,1051,488,563
2009-07-29,Malaysia,981,492,489
2009-07-30,Malaysia,1061,557,504
2009-07-31,Malaysia,1222,432,790
2009-08-01,Malaysia,994,618,376
2009-08-02,Malaysia,2011,921,1090
2009-08-03,Malaysia,1002,406,596
2009-08-04,Malaysia,1419,533,886
2009-08-05,Malaysia,1924,939,985
2009-08-06,Malaysia,1487,649,838
2009-08-07,Malaysia,1732,953,779
2009-08-08,Malaysia,1893,987,906
2009-08-09,Malaysia,1530,731,799
2009-08-10,Malaysia,906,457,449
2009-08-11,Malaysia,1137,498,639
2009-08-12,Malaysia,1464,699,765
2009-08-13,Malaysia,1524,846,678
2009-08-14,Malaysia,1320,633,687
2009-08-15,Malaysia,2767,1406,1361
2009-08-16,Malaysia,2125,923,1202
2009-08-17,Malaysia,1051,499,552
2009-08-18,Malaysia,1634,669,965
2009-08-19,Malaysia,1442,754,688
2009-08-20,Malaysia,1538,699,839
2009-08-21,Malaysia,1069,441,628
2009-08-22,Malaysia,206,81,125
2009-08-23,Malaysia,1467,596,871
2009-08-24,Malaysia,167,40,127
2009-08-25,Malaysia,335,137,198
2009-08-26,Malaysia,289,147,142
2009-08-27,Malaysia,682,250,432
2009-08-28,Malaysia,354,98,256
2009-08-29,Malaysia,390,206,184
2009-08-30,Malaysia,1027,370,657
2009-08-31,Malaysia,503,203,300
2009-09-01,Malaysia,351,116,235
2009-09-02,Malaysia,448,171,277
2009-09-03,Malaysia,604,282,322
2009-09-04,Malaysia,526,135,391
2009-09-05,Malaysia,746,317,429
2009-09-06,Malaysia,1868,679,1189
2009-09-07,Malaysia,424,137,287
2009-09-08,Malaysia,637,271,366
2009-09-09,Malaysia,1034,546,488
2009-09-10,Malaysia,749,277,472
2009-09-11,Malaysia,671,302,369
2009-09-12,Malaysia,975,600,375
2009-09-13,Malaysia,2510,968,1542
2009-09-14,Malaysia,533,206,327
2009-09-15,Malaysia,456,174,282
